Latitude (decimal degrees):	41.050
Longitude (decimal degrees):	29.010
Elevation (m):	79
Radiation database:	PVGIS-SARAH3


Slope: 0 deg. 
Azimuth: 0 deg. 
time,Gb(i),Gd(i),Gr(i),H_sun,T2m,WS10m,Int
20230927:2310,0.0,0.0,0.0,0.0,20.59,4.48,0.0
20230928:0010,0.0,0.0,0.0,0.0,20.48,4.28,0.0
20230928:0110,0.0,0.0,0.0,0.0,20.33,4.14,0.0
20230928:0210,0.0,0.0,0.0,0.0,20.33,3.86,0.0
20230928:0310,0.0,0.0,0.0,0.0,20.29,3.52,0.0
20230928:0410,0.0,3.0,0.0,1.79,20.31,3.31,0.0
20230928:0510,0.0,23.0,0.0,12.95,20.56,2.9,0.0
20230928:0610,0.0,66.0,0.0,23.58,21.45,3.38,0.0
20230928:0710,0.0,94.0,0.0,33.18,21.05,2.28,0.0
20230928:0810,0.0,123.0,0.0,40.97,21.72,2.41,0.0
20230928:0910,0.0,209.0,0.0,45.88,22.86,2.76,0.0
20230928:1010,29.0,325.0,0.0,46.86,24.01,3.17,0.0
20230928:1110,0.0,189.0,0.0,43.65,24.76,3.72,0.0
20230928:1210,0.0,56.0,0.0,37.03,24.3,4.21,0.0
20230928:1310,0.0,53.0,0.0,28.14,23.83,4.83,0.0
20230928:1410,0.0,35.0,0.0,17.9,23.53,4.9,0.0
20230928:1510,0.0,21.0,0.0,6.94,23.03,4.9,0.0
20230928:1610,0.0,0.0,0.0,0.0,22.27,4.55,0.0
20230928:1710,0.0,0.0,0.0,0.0,21.78,4.34,0.0
20230928:1810,0.0,0.0,0.0,0.0,21.49,4.07,0.0
20230928:1910,0.0,0.0,0.0,0.0,19.75,1.79,0.0
20230928:2010,0.0,0.0,0.0,0.0,19.58,2.14,0.0
20230928:2110,0.0,0.0,0.0,0.0,19.21,2.41,0.0
20230928:2210,0.0,0.0,0.0,0.0,19.09,2.0,0.0
20230928:2310,0.0,0.0,0.0,0.0,19.09,1.45,0.0
20230929:0010,0.0,0.0,0.0,0.0,18.94,0.97,0.0
20230929:0110,0.0,0.0,0.0,0.0,19.02,0.69,0.0
20230929:0210,0.0,0.0,0.0,0.0,18.93,0.62,0.0
20230929:0310,0.0,0.0,0.0,0.0,18.96,0.28,0.0
20230929:0410,0.0,1.0,0.0,1.6,18.88,0.48,0.0
20230929:0510,49.0,87.0,0.0,12.74,19.0,0.55,0.0
20230929:0610,0.0,45.0,0.0,23.35,19.33,1.03,0.0
20230929:0710,0.0,163.0,0.0,32.91,20.21,2.0,0.0
20230929:0810,8.0,249.0,0.0,40.66,20.34,1.93,0.0
20230929:0910,0.0,215.0,0.0,45.51,21.35,1.66,0.0
20230929:1010,47.0,338.0,0.0,46.46,21.45,1.79,0.0
20230929:1110,0.0,165.0,0.0,43.25,22.02,1.93,0.0
20230929:1210,14.0,245.0,0.0,36.65,22.35,2.21,0.0
20230929:1310,192.0,176.0,0.0,27.79,22.15,1.72,0.0
20230929:1410,73.0,126.0,0.0,17.57,21.45,1.86,0.0
20230929:1510,5.0,39.0,0.0,6.61,20.72,2.07,0.0
20230929:1610,0.0,0.0,0.0,0.0,20.25,1.93,0.0
20230929:1710,0.0,0.0,0.0,0.0,19.95,1.59,0.0
20230929:1810,0.0,0.0,0.0,0.0,19.54,1.79,0.0
20230929:1910,0.0,0.0,0.0,0.0,19.1,2.21,0.0
20230929:2010,0.0,0.0,0.0,0.0,18.87,1.45,0.0
20230929:2110,0.0,0.0,0.0,0.0,18.55,0.9,0.0
20230929:2210,0.0,0.0,0.0,0.0,19.14,0.55,0.0
20230929:2310,0.0,0.0,0.0,0.0,19.08,0.62,0.0
20230930:0010,0.0,0.0,0.0,0.0,18.76,0.83,0.0
20230930:0110,0.0,0.0,0.0,0.0,17.94,1.17,0.0
20230930:0210,0.0,0.0,0.0,0.0,17.79,1.24,0.0
20230930:0310,0.0,0.0,0.0,0.0,17.68,1.72,0.0
20230930:0410,0.0,1.0,0.0,1.41,17.75,1.72,0.0
20230930:0510,0.0,31.0,0.0,12.54,18.32,1.59,0.0
20230930:0610,0.0,30.0,0.0,23.12,19.22,1.38,0.0
20230930:0710,0.0,49.0,0.0,32.65,19.21,1.24,0.0
20230930:0810,0.0,106.0,0.0,40.34,19.79,1.59,0.0
20230930:0910,344.01,263.0,0.0,45.15,20.29,1.79,0.0
20230930:1010,147.0,346.0,0.0,46.07,21.14,1.79,0.0
20230930:1110,39.0,312.0,0.0,42.86,21.42,2.14,0.0
20230930:1210,193.0,256.0,0.0,36.28,21.83,2.62,0.0
20230930:1310,112.0,205.0,0.0,27.44,21.51,2.69,0.0
20230930:1410,118.0,106.0,0.0,17.24,20.46,2.97,0.0
20230930:1510,2.0,35.0,0.0,6.29,20.31,2.83,0.0
20230930:1610,0.0,0.0,0.0,0.0,19.61,2.55,0.0
20230930:1710,0.0,0.0,0.0,0.0,19.28,2.69,0.0
20230930:1810,0.0,0.0,0.0,0.0,18.93,2.97,0.0
20230930:1910,0.0,0.0,0.0,0.0,19.57,2.14,0.0
20230930:2010,0.0,0.0,0.0,0.0,19.56,2.21,0.0
20230930:2110,0.0,0.0,0.0,0.0,19.14,2.69,0.0
20230930:2210,0.0,0.0,0.0,0.0,18.62,3.03,0.0
20230930:2310,0.0,0.0,0.0,0.0,18.61,3.1,0.0
20231001:0010,0.0,0.0,0.0,0.0,18.3,3.1,0.0
20231001:0110,0.0,0.0,0.0,0.0,18.17,3.17,0.0
20231001:0210,0.0,0.0,0.0,0.0,18.44,2.69,0.0
20231001:0310,0.0,0.0,0.0,0.0,18.04,2.83,0.0
20231001:0410,0.0,0.0,0.0,0.0,17.76,2.83,0.0
20231001:0510,2.0,67.0,0.0,12.33,17.83,3.03,0.0
20231001:0610,0.0,30.0,0.0,22.89,18.08,3.31,0.0
20231001:0710,85.0,250.0,0.0,32.38,18.35,4.9,0.0
20231001:0810,0.0,66.0,0.0,40.03,18.69,4.62,0.0
20231001:0910,0.0,118.0,0.0,44.79,19.09,4.9,0.0
20231001:1010,2.0,245.0,0.0,45.67,19.19,5.1,0.0
20231001:1110,0.0,206.0,0.0,42.46,19.37,5.03,0.0
20231001:1210,0.0,168.0,0.0,35.9,19.26,5.38,0.0
20231001:1310,123.0,198.0,0.0,27.09,19.47,6.14,0.0
20231001:1410,16.0,119.0,0.0,16.91,19.34,6.48,0.0
20231001:1510,24.0,38.0,0.0,5.97,19.37,6.69,0.0
20231001:1610,0.0,0.0,0.0,0.0,19.54,5.93,0.0
20231001:1710,0.0,0.0,0.0,0.0,19.47,5.72,0.0
20231001:1810,0.0,0.0,0.0,0.0,19.43,4.9,0.0
20231001:1910,0.0,0.0,0.0,0.0,18.89,6.14,0.0
20231001:2010,0.0,0.0,0.0,0.0,18.89,6.21,0.0
20231001:2110,0.0,0.0,0.0,0.0,19.15,6.14,0.0
20231001:2210,0.0,0.0,0.0,0.0,19.59,4.83,0.0
20231001:2310,0.0,0.0,0.0,0.0,19.91,4.28,0.0
20231002:0010,0.0,0.0,0.0,0.0,20.09,4.21,0.0
20231002:0110,0.0,0.0,0.0,0.0,20.06,4.28,0.0
20231002:0210,0.0,0.0,0.0,0.0,20.04,4.48,0.0
20231002:0310,0.0,0.0,0.0,0.0,20.06,4.41,0.0
20231002:0410,0.0,0.0,0.0,0.0,20.09,4.41,0.0
20231002:0510,8.0,79.0,0.0,12.13,19.9,4.62,0.0
20231002:0610,36.0,172.0,0.0,22.66,19.42,6.0,0.0
20231002:0710,33.0,239.0,0.0,32.11,19.06,5.72,0.0
20231002:0810,6.0,243.0,0.0,39.71,19.47,6.83,0.0
20231002:0910,3.0,244.0,0.0,44.42,19.65,6.62,0.0
20231002:1010,231.0,320.0,0.0,45.28,20.17,6.55,0.0
20231002:1110,224.0,297.0,0.0,42.07,20.02,6.97,0.0
20231002:1210,161.0,264.0,0.0,35.53,20.12,7.1,0.0
20231002:1310,19.0,191.0,0.0,26.74,19.76,7.24,0.0
20231002:1410,30.0,123.0,0.0,16.58,19.25,7.52,0.0
20231002:1510,17.0,32.32,0.0,5.65,18.77,7.38,0.0
20231002:1610,0.0,0.0,0.0,0.0,18.33,7.1,0.0
20231002:1710,0.0,0.0,0.0,0.0,18.03,6.83,0.0
20231002:1810,0.0,0.0,0.0,0.0,17.99,6.41,0.0
20231002:1910,0.0,0.0,0.0,0.0,18.2,5.93,0.0
20231002:2010,0.0,0.0,0.0,0.0,18.18,5.31,0.0
20231002:2110,0.0,0.0,0.0,0.0,18.25,4.69,0.0
20231002:2210,0.0,0.0,0.0,0.0,18.12,4.55,0.0
20231002:2310,0.0,0.0,0.0,0.0,18.01,4.62,0.0
20231003:0010,0.0,0.0,0.0,0.0,17.8,4.62,0.0
20231003:0110,0.0,0.0,0.0,0.0,17.74,4.83,0.0
20231003:0210,0.0,0.0,0.0,0.0,17.85,4.76,0.0
20231003:0310,0.0,0.0,0.0,0.0,17.7,4.9,0.0
20231003:0410,0.0,0.0,0.0,0.0,17.62,4.69,0.0
20231003:0510,0.0,40.0,0.0,11.92,17.72,4.69,0.0
20231003:0610,11.0,152.0,0.0,22.43,18.07,5.31,0.0
20231003:0710,281.01,179.0,0.0,31.84,18.99,4.34,0.0
20231003:0810,202.0,287.0,0.0,39.39,19.73,4.76,0.0
20231003:0910,212.0,322.0,0.0,44.06,20.24,4.97,0.0
20231003:1010,104.0,351.0,0.0,44.89,20.51,5.17,0.0
20231003:1110,316.01,258.0,0.0,41.68,20.71,5.45,0.0
20231003:1210,164.0,264.0,0.0,35.16,20.74,5.72,0.0
20231003:1310,253.0,139.0,0.0,26.39,20.43,5.86,0.0
20231003:1410,115.0,101.0,0.0,16.25,20.08,5.79,0.0
20231003:1510,17.0,30.32,0.0,5.34,19.6,5.24,0.0
20231003:1610,0.0,0.0,0.0,0.0,19.01,4.76,0.0
20231003:1710,0.0,0.0,0.0,0.0,18.47,4.34,0.0
20231003:1810,0.0,0.0,0.0,0.0,17.99,4.0,0.0
20231003:1910,0.0,0.0,0.0,0.0,17.97,3.93,0.0
20231003:2010,0.0,0.0,0.0,0.0,17.64,3.66,0.0
20231003:2110,0.0,0.0,0.0,0.0,17.41,3.45,0.0
20231003:2210,0.0,0.0,0.0,0.0,17.13,3.38,0.0
20231003:2310,0.0,0.0,0.0,0.0,16.89,3.31,0.0
20231004:0010,0.0,0.0,0.0,0.0,16.68,3.24,0.0
20231004:0110,0.0,0.0,0.0,0.0,16.5,3.24,0.0
20231004:0210,0.0,0.0,0.0,0.0,16.34,3.38,0.0
20231004:0310,0.0,0.0,0.0,0.0,16.19,3.52,0.0
20231004:0410,0.0,0.0,0.0,0.0,16.08,3.66,0.0
20231004:0510,53.0,81.0,0.0,11.71,16.27,3.66,0.0
20231004:0610,192.0,127.0,0.0,22.2,17.37,4.0,0.0
20231004:0710,344.01,146.0,0.0,31.57,18.13,4.07,0.0
20231004:0810,447.01,164.0,0.0,39.07,19.1,4.14,0.0
20231004:0910,507.01,175.0,0.0,43.69,19.95,4.07,0.0
20231004:1010,508.01,182.0,0.0,44.5,20.58,3.86,0.0
20231004:1110,379.01,226.0,0.0,41.29,21.02,3.93,0.0
20231004:1210,316.01,197.0,0.0,34.79,21.12,4.21,0.0
20231004:1310,275.01,126.0,0.0,26.04,21.01,4.48,0.0
20231004:1410,128.0,93.0,0.0,15.92,20.54,4.69,0.0
20231004:1510,17.0,27.45,0.0,5.02,19.73,4.55,0.0
20231004:1610,0.0,0.0,0.0,0.0,18.61,4.55,0.0
20231004:1710,0.0,0.0,0.0,0.0,17.83,4.48,0.0
20231004:1810,0.0,0.0,0.0,0.0,17.24,4.34,0.0
20231004:1910,0.0,0.0,0.0,0.0,16.92,4.07,0.0
20231004:2010,0.0,0.0,0.0,0.0,16.54,3.86,0.0
20231004:2110,0.0,0.0,0.0,0.0,16.23,3.66,0.0
20231004:2210,0.0,0.0,0.0,0.0,15.99,3.59,0.0
20231004:2310,0.0,0.0,0.0,0.0,15.85,3.52,0.0
20231005:0010,0.0,0.0,0.0,0.0,15.75,3.52,0.0
20231005:0110,0.0,0.0,0.0,0.0,15.77,3.59,0.0
20231005:0210,0.0,0.0,0.0,0.0,15.72,3.52,0.0
20231005:0310,0.0,0.0,0.0,0.0,15.72,3.66,0.0
20231005:0410,0.0,0.0,0.0,0.0,15.73,3.79,0.0
20231005:0510,45.0,80.0,0.0,11.5,16.08,3.86,0.0
20231005:0610,169.0,135.0,0.0,21.96,17.46,4.07,0.0
20231005:0710,356.01,133.0,0.0,31.3,18.38,4.28,0.0
20231005:0810,464.01,148.0,0.0,38.75,19.46,4.55,0.0
20231005:0910,507.01,168.0,0.0,43.33,20.35,4.69,0.0
20231005:1010,527.01,164.0,0.0,44.1,21.03,4.76,0.0
20231005:1110,458.01,174.0,0.0,40.9,21.43,5.03,0.0
20231005:1210,366.01,162.0,0.0,34.42,21.55,5.31,0.0
20231005:1310,261.01,128.0,0.0,25.7,21.29,5.66,0.0
20231005:1410,95.0,104.0,0.0,15.59,20.69,5.72,0.0
20231005:1510,3.0,25.3,0.0,4.71,19.95,5.38,0.0
20231005:1610,0.0,0.0,0.0,0.0,19.06,5.1,0.0
20231005:1710,0.0,0.0,0.0,0.0,18.47,4.9,0.0
20231005:1810,0.0,0.0,0.0,0.0,18.03,4.62,0.0
20231005:1910,0.0,0.0,0.0,0.0,18.15,4.62,0.0
20231005:2010,0.0,0.0,0.0,0.0,17.86,4.14,0.0
20231005:2110,0.0,0.0,0.0,0.0,17.57,3.59,0.0
20231005:2210,0.0,0.0,0.0,0.0,17.26,3.24,0.0
20231005:2310,0.0,0.0,0.0,0.0,17.0,3.1,0.0
20231006:0010,0.0,0.0,0.0,0.0,16.85,3.17,0.0
20231006:0110,0.0,0.0,0.0,0.0,16.75,3.24,0.0
20231006:0210,0.0,0.0,0.0,0.0,16.7,3.24,0.0
20231006:0310,0.0,0.0,0.0,0.0,16.66,3.17,0.0
20231006:0410,0.0,0.0,0.0,0.0,16.65,3.24,0.0
20231006:0510,59.0,73.0,0.0,11.28,16.98,3.1,0.0
20231006:0610,198.0,116.0,0.0,21.72,18.29,3.1,0.0
20231006:0710,150.0,231.0,0.0,31.02,19.14,3.31,0.0
20231006:0810,250.0,259.0,0.0,38.43,19.98,3.1,0.0
20231006:0910,319.01,267.0,0.0,42.96,20.79,3.03,0.0
20231006:1010,445.01,206.0,0.0,43.71,21.54,3.52,0.0
20231006:1110,456.01,169.0,0.0,40.51,21.86,4.28,0.0
20231006:1210,313.01,186.0,0.0,34.05,21.81,4.83,0.0
20231006:1310,253.01,127.0,0.0,25.35,21.51,5.24,0.0
20231006:1410,106.0,95.0,0.0,15.27,20.97,5.66,0.0
20231006:1510,8.0,25.86,0.0,4.39,20.27,5.45,0.0
20231006:1610,0.0,0.0,0.0,0.0,19.39,5.03,0.0
20231006:1710,0.0,0.0,0.0,0.0,18.85,4.76,0.0
20231006:1810,0.0,0.0,0.0,0.0,18.47,4.41,0.0
20231006:1910,0.0,0.0,0.0,0.0,18.55,4.76,0.0
20231006:2010,0.0,0.0,0.0,0.0,18.47,4.97,0.0
20231006:2110,0.0,0.0,0.0,0.0,18.37,5.24,0.0
20231006:2210,0.0,0.0,0.0,0.0,18.26,5.52,0.0
20231006:2310,0.0,0.0,0.0,0.0,18.05,5.86,0.0
20231007:0010,0.0,0.0,0.0,0.0,17.9,5.72,0.0
20231007:0110,0.0,0.0,0.0,0.0,17.79,5.66,0.0
20231007:0210,0.0,0.0,0.0,0.0,17.7,5.38,0.0
20231007:0310,0.0,0.0,0.0,0.0,17.7,5.31,0.0
20231007:0410,0.0,0.0,0.0,0.0,17.6,5.1,0.0
20231007:0510,56.0,73.0,0.0,11.07,17.89,4.97,0.0
20231007:0610,198.0,113.0,0.0,21.48,18.67,5.17,0.0
20231007:0710,350.01,128.0,0.0,30.75,19.32,4.97,0.0
20231007:0810,449.01,147.0,0.0,38.11,20.44,5.45,0.0
20231007:0910,501.01,161.0,0.0,42.6,21.3,5.03,0.0
20231007:1010,501.01,169.0,0.0,43.33,21.86,4.62,0.0
20231007:1110,419.01,187.0,0.0,40.13,22.3,4.83,0.0
20231007:1210,290.01,195.0,0.0,33.69,22.19,5.31,0.0
20231007:1310,247.01,127.0,0.0,25.01,21.66,5.45,0.0
20231007:1410,105.0,92.0,0.0,14.95,21.09,5.03,0.0
20231007:1510,7.0,23.21,0.0,4.08,20.35,4.41,0.0
20231007:1610,0.0,0.0,0.0,0.0,19.29,4.14,0.0
20231007:1710,0.0,0.0,0.0,0.0,18.52,3.93,0.0
20231007:1810,0.0,0.0,0.0,0.0,17.96,3.72,0.0
20231007:1910,0.0,0.0,0.0,0.0,17.89,3.03,0.0
20231007:2010,0.0,0.0,0.0,0.0,17.36,2.69,0.0
20231007:2110,0.0,0.0,0.0,0.0,16.67,2.28,0.0
20231007:2210,0.0,0.0,0.0,0.0,15.9,2.07,0.0
20231007:2310,0.0,0.0,0.0,0.0,15.21,1.86,0.0
20231008:0010,0.0,0.0,0.0,0.0,14.83,1.79,0.0
20231008:0110,0.0,0.0,0.0,0.0,14.89,1.66,0.0
20231008:0210,0.0,0.0,0.0,0.0,15.15,1.59,0.0
20231008:0310,0.0,0.0,0.0,0.0,14.5,1.45,0.0
20231008:0410,0.0,0.0,0.0,0.0,14.73,1.45,0.0
20231008:0510,62.0,69.0,0.0,10.86,15.29,1.1,0.0
20231008:0610,182.0,121.0,0.0,21.24,16.82,0.97,0.0
20231008:0710,292.01,162.0,0.0,30.47,19.23,2.76,0.0
20231008:0810,451.01,147.0,0.0,37.79,20.25,3.52,0.0
20231008:0910,513.01,155.0,0.0,42.23,20.96,4.28,0.0
20231008:1010,534.01,149.0,0.0,42.94,21.53,4.76,0.0
20231008:1110,462.01,161.0,0.0,39.74,21.91,5.1,0.0
20231008:1210,262.01,208.0,0.0,33.32,22.07,5.17,0.0
20231008:1310,238.0,130.0,0.0,24.67,22.03,5.1,0.0
20231008:1410,108.0,89.0,0.0,14.63,21.62,4.9,0.0
20231008:1510,6.0,20.54,0.0,3.78,20.94,4.48,0.0
20231008:1610,0.0,0.0,0.0,0.0,20.25,4.07,0.0
20231008:1710,0.0,0.0,0.0,0.0,20.09,4.07,0.0
20231008:1810,0.0,0.0,0.0,0.0,20.14,4.28,0.0
20231008:1910,0.0,0.0,0.0,0.0,20.35,4.41,0.0
20231008:2010,0.0,0.0,0.0,0.0,20.34,4.34,0.0
20231008:2110,0.0,0.0,0.0,0.0,20.26,4.41,0.0
20231008:2210,0.0,0.0,0.0,0.0,20.07,3.86,0.0
20231008:2310,0.0,0.0,0.0,0.0,19.71,3.52,0.0
20231009:0010,0.0,0.0,0.0,0.0,18.75,5.45,0.0
20231009:0110,0.0,0.0,0.0,0.0,17.72,7.79,0.0
20231009:0210,0.0,0.0,0.0,0.0,17.25,7.72,0.0
20231009:0310,0.0,0.0,0.0,0.0,16.89,7.93,0.0
20231009:0410,0.0,0.0,0.0,0.0,16.65,7.66,0.0
20231009:0510,0.0,20.0,0.0,10.64,16.57,7.38,0.0
20231009:0610,0.0,55.0,0.0,21.0,16.59,7.45,0.0
20231009:0710,2.0,166.0,0.0,30.19,16.54,7.31,0.0
20231009:0810,0.0,72.0,0.0,37.47,16.71,7.45,0.0
20231009:0910,0.0,78.0,0.0,41.87,16.74,7.38,0.0
20231009:1010,0.0,193.0,0.0,42.55,16.94,7.38,0.0
20231009:1110,0.0,67.0,0.0,39.36,16.84,7.31,0.0
20231009:1210,0.0,47.0,0.0,32.96,16.52,6.9,0.0
20231009:1310,0.0,74.0,0.0,24.33,16.22,6.28,0.0
20231009:1410,0.0,63.0,0.0,14.31,16.09,6.21,0.0
20231009:1510,4.0,19.04,0.0,3.47,15.76,5.93,0.0
20231009:1610,0.0,0.0,0.0,0.0,15.47,5.38,0.0
20231009:1710,0.0,0.0,0.0,0.0,15.29,4.69,0.0
20231009:1810,0.0,0.0,0.0,0.0,14.89,4.14,0.0
20231009:1910,0.0,0.0,0.0,0.0,14.93,3.72,0.0
20231009:2010,0.0,0.0,0.0,0.0,14.7,3.45,0.0
20231009:2110,0.0,0.0,0.0,0.0,14.49,3.1,0.0
20231009:2210,0.0,0.0,0.0,0.0,14.24,2.9,0.0
