Latitude (decimal degrees):	39.925
Longitude (decimal degrees):	32.837
Elevation (m):	904
Radiation database:	PVGIS-SARAH3


Slope: 0 deg. 
Azimuth: 0 deg. 
time,Gb(i),Gd(i),Gr(i),H_sun,T2m,WS10m,Int
20230216:2110,0.0,0.0,0.0,0.0,-4.19,1.66,0.0
20230216:2210,0.0,0.0,0.0,0.0,-4.04,1.45,0.0
20230216:2310,0.0,0.0,0.0,0.0,-2.99,1.31,0.0
20230217:0010,0.0,0.0,0.0,0.0,-3.19,1.31,0.0
20230217:0110,0.0,0.0,0.0,0.0,-3.97,1.38,0.0
20230217:0210,0.0,0.0,0.0,0.0,-4.15,1.45,0.0
20230217:0310,0.0,0.0,0.0,0.0,-4.31,1.45,0.0
20230217:0410,0.0,0.0,0.0,0.0,-4.44,1.59,0.0
20230217:0510,0.0,23.0,0.0,4.76,-4.49,1.59,0.0
20230217:0610,154.01,78.0,0.0,15.16,-3.08,1.66,0.0
20230217:0710,281.01,119.0,0.0,24.4,-4.88,2.76,0.0
20230217:0810,379.01,150.0,0.0,31.84,0.18,3.24,0.0
20230217:0910,390.01,198.0,0.0,36.65,1.84,3.52,0.0
20230217:1010,423.01,194.0,0.0,38.06,3.19,3.72,0.0
20230217:1110,403.01,181.0,0.0,35.8,4.18,3.86,0.0
20230217:1210,281.01,187.0,0.0,30.3,4.72,3.79,0.0
20230217:1310,233.01,121.0,0.0,22.37,4.69,3.66,0.0
20230217:1410,130.0,62.0,0.0,12.8,4.14,3.17,0.0
20230217:1510,0.0,1.0,0.0,2.21,2.49,2.41,0.0
20230217:1610,0.0,0.0,0.0,0.0,0.29,2.14,0.0
20230217:1710,0.0,0.0,0.0,0.0,-1.82,1.86,0.0
20230217:1810,0.0,0.0,0.0,0.0,-2.45,1.72,0.0
20230217:1910,0.0,0.0,0.0,0.0,-3.38,1.66,0.0
20230217:2010,0.0,0.0,0.0,0.0,-3.36,1.59,0.0
20230217:2110,0.0,0.0,0.0,0.0,-3.27,1.52,0.0
20230217:2210,0.0,0.0,0.0,0.0,-3.18,1.52,0.0
20230217:2310,0.0,0.0,0.0,0.0,-3.16,1.59,0.0
20230218:0010,0.0,0.0,0.0,0.0,-3.26,1.59,0.0
20230218:0110,0.0,0.0,0.0,0.0,-2.96,1.59,0.0
20230218:0210,0.0,0.0,0.0,0.0,-2.9,1.52,0.0
20230218:0310,0.0,0.0,0.0,0.0,-2.89,1.45,0.0
20230218:0410,0.0,0.0,0.0,0.0,-3.3,1.45,0.0
20230218:0510,0.0,25.0,0.0,5.01,-3.38,1.45,0.0
20230218:0610,164.01,74.0,0.0,15.43,-1.42,1.31,0.0
20230218:0710,307.01,103.0,0.0,24.7,2.38,2.14,0.0
20230218:0810,395.01,139.0,0.0,32.16,4.72,2.83,0.0
20230218:0910,417.01,181.0,0.0,37.0,6.34,3.45,0.0
20230218:1010,477.01,160.0,0.0,38.41,7.38,3.93,0.0
20230218:1110,444.01,155.0,0.0,36.14,7.81,4.21,0.0
20230218:1210,320.01,165.0,0.0,30.6,7.9,4.21,0.0
20230218:1310,34.0,183.0,0.0,22.64,7.77,3.93,0.0
20230218:1410,43.0,100.0,0.0,13.05,7.1,2.97,0.0
20230218:1510,0.0,4.0,0.0,2.43,5.57,2.41,0.0
20230218:1610,0.0,0.0,0.0,0.0,3.27,2.34,0.0
20230218:1710,0.0,0.0,0.0,0.0,0.81,2.41,0.0
20230218:1810,0.0,0.0,0.0,0.0,-0.44,2.55,0.0
20230218:1910,0.0,0.0,0.0,0.0,-0.33,2.48,0.0
20230218:2010,0.0,0.0,0.0,0.0,0.12,2.48,0.0
20230218:2110,0.0,0.0,0.0,0.0,0.58,2.62,0.0
20230218:2210,0.0,0.0,0.0,0.0,0.54,2.69,0.0
20230218:2310,0.0,0.0,0.0,0.0,1.47,2.69,0.0
20230219:0010,0.0,0.0,0.0,0.0,1.33,2.62,0.0
20230219:0110,0.0,0.0,0.0,0.0,1.09,2.55,0.0
20230219:0210,0.0,0.0,0.0,0.0,0.36,2.48,0.0
20230219:0310,0.0,0.0,0.0,0.0,-0.09,2.41,0.0
20230219:0410,0.0,0.0,0.0,0.0,-0.51,2.41,0.0
20230219:0510,0.0,33.0,0.0,5.26,-0.64,2.41,0.0
20230219:0610,94.0,110.0,0.0,15.7,1.52,2.14,0.0
20230219:0710,212.01,157.0,0.0,25.0,5.6,2.97,0.0
20230219:0810,143.0,261.0,0.0,32.49,7.74,3.93,0.0
20230219:0910,266.01,261.0,0.0,37.34,9.33,4.34,0.0
20230219:1010,562.01,111.0,0.0,38.77,10.71,4.55,0.0
20230219:1110,503.01,120.0,0.0,36.47,11.61,4.69,0.0
20230219:1210,352.01,147.0,0.0,30.91,12.15,4.69,0.0
20230219:1310,262.01,105.0,0.0,22.92,12.29,4.55,0.0
20230219:1410,145.0,59.0,0.0,13.29,12.0,4.0,0.0
20230219:1510,0.0,9.0,0.0,2.65,10.58,2.9,0.0
20230219:1610,0.0,0.0,0.0,0.0,8.15,2.48,0.0
20230219:1710,0.0,0.0,0.0,0.0,5.52,2.48,0.0
20230219:1810,0.0,0.0,0.0,0.0,3.4,2.55,0.0
20230219:1910,0.0,0.0,0.0,0.0,2.77,2.48,0.0
20230219:2010,0.0,0.0,0.0,0.0,2.31,2.41,0.0
20230219:2110,0.0,0.0,0.0,0.0,2.04,2.28,0.0
20230219:2210,0.0,0.0,0.0,0.0,1.66,2.28,0.0
20230219:2310,0.0,0.0,0.0,0.0,1.44,2.21,0.0
20230220:0010,0.0,0.0,0.0,0.0,1.66,2.0,0.0
20230220:0110,0.0,0.0,0.0,0.0,1.73,1.86,0.0
20230220:0210,0.0,0.0,0.0,0.0,1.51,1.86,0.0
20230220:0310,0.0,0.0,0.0,0.0,1.32,1.86,0.0
20230220:0410,0.0,0.0,0.0,0.0,0.73,2.0,0.0
20230220:0510,0.0,30.0,0.0,5.52,0.16,2.28,0.0
20230220:0610,175.01,73.0,0.0,15.98,1.94,2.21,0.0
20230220:0710,3.0,155.0,0.0,25.3,6.07,2.62,0.0
20230220:0810,21.0,249.0,0.0,32.82,8.05,4.0,0.0
20230220:0910,0.0,183.0,0.0,37.7,8.88,4.9,0.0
20230220:1010,0.0,179.0,0.0,39.12,9.2,5.59,0.0
20230220:1110,0.0,98.0,0.0,36.81,8.66,6.62,0.0
20230220:1210,0.0,59.0,0.0,31.22,7.35,6.34,0.0
20230220:1310,0.0,91.0,0.0,23.19,5.8,4.55,0.0
20230220:1410,28.0,103.0,0.0,13.54,5.58,4.41,0.0
20230220:1510,0.0,2.0,0.0,2.88,4.9,3.72,0.0
20230220:1610,0.0,0.0,0.0,0.0,3.61,3.17,0.0
20230220:1710,0.0,0.0,0.0,0.0,2.45,2.62,0.0
20230220:1810,0.0,0.0,0.0,0.0,1.25,2.41,0.0
20230220:1910,0.0,0.0,0.0,0.0,-0.09,2.21,0.0
20230220:2010,0.0,0.0,0.0,0.0,-1.09,2.0,0.0
20230220:2110,0.0,0.0,0.0,0.0,-1.73,2.0,0.0
20230220:2210,0.0,0.0,0.0,0.0,-2.64,2.07,0.0
20230220:2310,0.0,0.0,0.0,0.0,-3.22,2.0,0.0
20230221:0010,0.0,0.0,0.0,0.0,-3.35,1.86,0.0
20230221:0110,0.0,0.0,0.0,0.0,-3.79,1.93,0.0
20230221:0210,0.0,0.0,0.0,0.0,-3.43,1.93,0.0
20230221:0310,0.0,0.0,0.0,0.0,-2.7,2.07,0.0
20230221:0410,0.0,0.0,0.0,0.0,-2.13,2.21,0.0
20230221:0510,0.0,12.0,0.0,5.78,-1.51,2.28,0.0
20230221:0610,0.0,57.0,0.0,16.26,-0.82,2.76,0.0
20230221:0710,52.0,212.0,0.0,25.61,0.82,2.83,0.0
20230221:0810,413.01,141.0,0.0,33.16,3.0,3.59,0.0
20230221:0910,484.01,154.0,0.0,38.06,5.18,4.21,0.0
20230221:1010,479.01,172.0,0.0,39.48,6.87,4.76,0.0
20230221:1110,539.01,112.0,0.0,37.15,7.98,5.1,0.0
20230221:1210,369.01,148.0,0.0,31.52,8.66,5.1,0.0
20230221:1310,262.01,115.0,0.0,23.46,8.89,4.83,0.0
20230221:1410,157.01,60.0,0.0,13.78,8.75,4.48,0.0
20230221:1510,0.0,9.0,0.0,3.1,7.78,3.38,0.0
20230221:1610,0.0,0.0,0.0,0.0,5.87,2.9,0.0
20230221:1710,0.0,0.0,0.0,0.0,3.98,2.69,0.0
20230221:1810,0.0,0.0,0.0,0.0,2.08,2.62,0.0
20230221:1910,0.0,0.0,0.0,0.0,1.16,2.34,0.0
20230221:2010,0.0,0.0,0.0,0.0,1.33,2.0,0.0
20230221:2110,0.0,0.0,0.0,0.0,1.19,1.93,0.0
20230221:2210,0.0,0.0,0.0,0.0,0.93,1.93,0.0
20230221:2310,0.0,0.0,0.0,0.0,0.34,2.0,0.0
20230222:0010,0.0,0.0,0.0,0.0,0.01,1.93,0.0
20230222:0110,0.0,0.0,0.0,0.0,0.28,1.79,0.0
20230222:0210,0.0,0.0,0.0,0.0,0.56,1.66,0.0
20230222:0310,0.0,0.0,0.0,0.0,0.74,1.52,0.0
20230222:0410,0.0,0.0,0.0,0.0,0.99,1.38,0.0
20230222:0510,0.0,38.0,0.0,6.04,1.62,1.17,0.0
20230222:0610,202.01,67.0,0.0,16.54,3.1,0.69,0.0
20230222:0710,371.01,82.0,0.0,25.92,5.89,1.24,0.0
20230222:0810,510.01,88.0,0.0,33.5,8.12,1.79,0.0
20230222:0910,584.01,97.0,0.0,38.42,9.65,2.34,0.0
20230222:1010,622.01,90.0,0.0,39.85,10.81,2.83,0.0
20230222:1110,553.01,105.0,0.0,37.5,11.63,3.31,0.0
20230222:1210,438.01,109.0,0.0,31.83,12.05,3.52,0.0
20230222:1310,262.01,117.0,0.0,23.73,11.95,3.45,0.0
20230222:1410,159.0,61.0,0.0,14.03,11.36,3.03,0.0
20230222:1510,0.0,6.0,0.0,3.33,9.88,2.07,0.0
20230222:1610,0.0,0.0,0.0,0.0,7.46,1.66,0.0
20230222:1710,0.0,0.0,0.0,0.0,6.2,1.38,0.0
20230222:1810,0.0,0.0,0.0,0.0,6.61,1.24,0.0
20230222:1910,0.0,0.0,0.0,0.0,6.97,1.17,0.0
20230222:2010,0.0,0.0,0.0,0.0,6.47,0.9,0.0
20230222:2110,0.0,0.0,0.0,0.0,5.88,0.83,0.0
20230222:2210,0.0,0.0,0.0,0.0,5.28,0.76,0.0
20230222:2310,0.0,0.0,0.0,0.0,4.58,0.76,0.0
20230223:0010,0.0,0.0,0.0,0.0,3.9,0.69,0.0
20230223:0110,0.0,0.0,0.0,0.0,3.4,0.55,0.0
20230223:0210,0.0,0.0,0.0,0.0,2.91,0.48,0.0
20230223:0310,0.0,0.0,0.0,0.0,2.53,0.48,0.0
20230223:0410,0.0,0.0,0.0,0.0,2.17,0.55,0.0
20230223:0510,0.0,40.0,0.0,6.31,1.96,0.55,0.0
20230223:0610,195.01,73.0,0.0,16.83,3.27,0.41,0.0
20230223:0710,351.01,95.0,0.0,26.23,6.48,0.55,0.0
20230223:0810,512.01,89.0,0.0,33.84,8.52,0.9,0.0
20230223:0910,571.01,107.0,0.0,38.78,9.75,1.38,0.0
20230223:1010,619.01,94.0,0.0,40.21,10.55,1.72,0.0
20230223:1110,424.01,182.0,0.0,37.84,11.09,2.21,0.0
20230223:1210,1.0,186.0,0.0,32.14,11.19,2.41,0.0
20230223:1310,77.0,196.0,0.0,24.01,11.21,2.41,0.0
20230223:1410,1.0,79.0,0.0,14.27,10.74,2.07,0.0
20230223:1510,0.0,7.0,0.0,3.55,9.86,1.45,0.0
20230223:1610,0.0,0.0,0.0,0.0,7.62,1.45,0.0
20230223:1710,0.0,0.0,0.0,0.0,5.76,1.66,0.0
20230223:1810,0.0,0.0,0.0,0.0,4.05,1.86,0.0
20230223:1910,0.0,0.0,0.0,0.0,3.8,1.86,0.0
20230223:2010,0.0,0.0,0.0,0.0,3.14,1.79,0.0
20230223:2110,0.0,0.0,0.0,0.0,2.6,1.72,0.0
20230223:2210,0.0,0.0,0.0,0.0,1.87,1.72,0.0
20230223:2310,0.0,0.0,0.0,0.0,0.62,1.86,0.0
20230224:0010,0.0,0.0,0.0,0.0,-0.32,1.93,0.0
20230224:0110,0.0,0.0,0.0,0.0,-1.06,1.93,0.0
20230224:0210,0.0,0.0,0.0,0.0,-1.59,1.86,0.0
20230224:0310,0.0,0.0,0.0,0.0,-1.93,1.79,0.0
20230224:0410,0.0,0.0,0.0,0.0,-2.05,1.66,0.0
20230224:0510,14.0,44.0,0.0,6.58,-2.13,1.59,0.0
20230224:0610,165.0,92.0,0.0,17.12,0.78,1.38,0.0
20230224:0710,315.01,119.0,0.0,26.55,4.23,1.24,0.0
20230224:0810,456.01,123.0,0.0,34.18,6.63,1.17,0.0
20230224:0910,523.01,138.0,0.0,39.14,8.51,1.52,0.0
20230224:1010,555.01,133.0,0.0,40.58,10.02,2.0,0.0
20230224:1110,447.01,173.0,0.0,38.18,11.16,2.48,0.0
20230224:1210,79.0,271.0,0.0,32.45,11.81,2.55,0.0
20230224:1310,59.0,200.0,0.0,24.28,11.87,2.55,0.0
20230224:1410,6.0,97.0,0.0,14.51,11.45,2.21,0.0
20230224:1510,0.0,15.0,0.0,3.77,10.3,1.24,0.0
20230224:1610,0.0,0.0,0.0,0.0,8.95,0.69,0.0
20230224:1710,0.0,0.0,0.0,0.0,8.2,0.62,0.0
20230224:1810,0.0,0.0,0.0,0.0,7.16,1.03,0.0
20230224:1910,0.0,0.0,0.0,0.0,5.28,1.38,0.0
20230224:2010,0.0,0.0,0.0,0.0,4.35,1.38,0.0
20230224:2110,0.0,0.0,0.0,0.0,4.19,1.31,0.0
20230224:2210,0.0,0.0,0.0,0.0,3.87,1.24,0.0
20230224:2310,0.0,0.0,0.0,0.0,3.33,1.24,0.0
20230225:0010,0.0,0.0,0.0,0.0,2.58,1.31,0.0
20230225:0110,0.0,0.0,0.0,0.0,1.72,1.38,0.0
20230225:0210,0.0,0.0,0.0,0.0,1.17,1.52,0.0
20230225:0310,0.0,0.0,0.0,0.0,1.17,1.45,0.0
20230225:0410,0.0,0.0,0.0,0.0,1.27,1.38,0.0
20230225:0510,0.0,20.0,0.0,6.85,1.54,1.31,0.0
20230225:0610,53.0,139.0,0.0,17.41,3.79,0.9,0.0
20230225:0710,302.01,131.0,0.0,26.87,6.76,1.52,0.0
20230225:0810,419.01,150.0,0.0,34.53,9.08,2.21,0.0
20230225:0910,556.01,122.0,0.0,39.51,10.73,2.76,0.0
20230225:1010,0.0,83.0,0.0,40.95,11.94,3.31,0.0
20230225:1110,0.0,100.0,0.0,38.53,12.81,4.21,0.0
20230225:1210,0.0,122.0,0.0,32.76,13.15,4.62,0.0
20230225:1310,285.01,112.0,0.0,24.55,13.34,4.9,0.0
20230225:1410,163.0,66.0,0.0,14.76,13.06,4.34,0.0
20230225:1510,2.0,18.61,0.0,3.99,11.78,2.76,0.0
20230225:1610,0.0,0.0,0.0,0.0,9.62,2.21,0.0
20230225:1710,0.0,0.0,0.0,0.0,6.93,2.21,0.0
20230225:1810,0.0,0.0,0.0,0.0,4.87,2.34,0.0
20230225:1910,0.0,0.0,0.0,0.0,3.8,2.62,0.0
20230225:2010,0.0,0.0,0.0,0.0,3.1,2.48,0.0
20230225:2110,0.0,0.0,0.0,0.0,2.8,2.28,0.0
20230225:2210,0.0,0.0,0.0,0.0,2.25,2.21,0.0
20230225:2310,0.0,0.0,0.0,0.0,1.6,2.21,0.0
20230226:0010,0.0,0.0,0.0,0.0,0.94,2.21,0.0
20230226:0110,0.0,0.0,0.0,0.0,0.52,2.21,0.0
20230226:0210,0.0,0.0,0.0,0.0,0.41,2.0,0.0
20230226:0310,0.0,0.0,0.0,0.0,0.43,1.86,0.0
20230226:0410,0.0,0.0,0.0,0.0,0.17,1.72,0.0
20230226:0510,24.0,47.0,0.0,7.13,-0.05,1.66,0.0
20230226:0610,200.01,81.0,0.0,17.71,2.55,1.38,0.0
20230226:0710,369.01,97.0,0.0,27.19,7.21,1.86,0.0
20230226:0810,480.01,119.0,0.0,34.88,9.29,2.83,0.0
20230226:0910,312.01,267.0,0.0,39.89,10.96,3.66,0.0
20230226:1010,539.01,154.0,0.0,41.32,12.26,4.07,0.0
20230226:1110,514.01,143.0,0.0,38.88,13.21,4.28,0.0
20230226:1210,313.01,196.0,0.0,33.07,13.83,4.41,0.0
20230226:1310,304.01,106.0,0.0,24.82,14.01,4.34,0.0
20230226:1410,112.0,95.0,0.0,15.0,13.69,3.93,0.0
20230226:1510,0.0,14.0,0.0,4.21,12.41,2.83,0.0
20230226:1610,0.0,0.0,0.0,0.0,10.16,2.14,0.0
20230226:1710,0.0,0.0,0.0,0.0,7.49,1.93,0.0
20230226:1810,0.0,0.0,0.0,0.0,6.75,1.66,0.0
20230226:1910,0.0,0.0,0.0,0.0,6.01,1.93,0.0
20230226:2010,0.0,0.0,0.0,0.0,4.79,2.0,0.0
20230226:2110,0.0,0.0,0.0,0.0,3.64,2.14,0.0
20230226:2210,0.0,0.0,0.0,0.0,3.0,2.07,0.0
20230226:2310,0.0,0.0,0.0,0.0,2.8,1.86,0.0
20230227:0010,0.0,0.0,0.0,0.0,2.61,1.79,0.0
20230227:0110,0.0,0.0,0.0,0.0,1.84,1.72,0.0
20230227:0210,0.0,0.0,0.0,0.0,2.04,1.59,0.0
20230227:0310,0.0,0.0,0.0,0.0,2.17,1.45,0.0
20230227:0410,0.0,0.0,0.0,0.0,2.44,1.24,0.0
20230227:0510,0.0,29.0,0.0,7.41,2.02,1.03,0.0
20230227:0610,13.0,131.0,0.0,18.01,3.22,0.97,0.0
20230227:0710,98.0,225.0,0.0,27.52,7.94,1.24,0.0
20230227:0810,50.0,286.0,0.0,35.24,10.45,1.79,0.0
20230227:0910,354.01,245.0,0.0,40.26,12.44,2.0,0.0
20230227:1010,315.01,279.0,0.0,41.69,14.02,2.07,0.0
20230227:1110,351.01,237.0,0.0,39.23,15.27,2.21,0.0
20230227:1210,440.01,121.0,0.0,33.38,16.03,2.34,0.0
20230227:1310,351.01,82.0,0.0,25.1,16.31,2.41,0.0
20230227:1410,22.0,116.0,0.0,15.24,16.12,2.34,0.0
20230227:1510,0.0,10.0,0.0,4.43,14.92,1.72,0.0
20230227:1610,0.0,0.0,0.0,0.0,12.14,1.38,0.0
20230227:1710,0.0,0.0,0.0,0.0,10.64,1.31,0.0
20230227:1810,0.0,0.0,0.0,0.0,9.6,1.31,0.0
20230227:1910,0.0,0.0,0.0,0.0,7.77,1.24,0.0
20230227:2010,0.0,0.0,0.0,0.0,7.53,1.03,0.0
20230227:2110,0.0,0.0,0.0,0.0,6.82,0.97,0.0
20230227:2210,0.0,0.0,0.0,0.0,6.39,0.97,0.0
20230227:2310,0.0,0.0,0.0,0.0,5.9,0.97,0.0
20230228:0010,0.0,0.0,0.0,0.0,5.46,0.83,0.0
20230228:0110,0.0,0.0,0.0,0.0,5.59,0.83,0.0
20230228:0210,0.0,0.0,0.0,0.0,5.95,0.97,0.0
20230228:0310,0.0,0.0,0.0,0.0,6.26,1.03,0.0
20230228:0410,0.0,0.0,0.0,0.0,6.7,0.48,0.0
20230228:0510,0.0,20.0,0.0,7.7,6.81,0.28,0.0
20230228:0610,0.0,41.0,0.0,18.31,7.25,0.21,0.0
20230228:0710,0.0,87.0,0.0,27.84,9.72,0.0,0.0
20230228:0810,207.0,264.0,0.0,35.59,12.6,0.14,0.0
20230228:0910,99.0,332.0,0.0,40.64,14.6,0.9,0.0
20230228:1010,114.0,343.0,0.0,42.07,15.96,1.45,0.0
20230228:1110,240.0,287.0,0.0,39.58,16.33,1.17,0.0
20230228:1210,27.0,257.0,0.0,33.69,16.31,0.83,0.0
20230228:1310,80.0,205.0,0.0,25.37,15.18,1.45,0.0
20230228:1410,39.0,119.0,0.0,15.48,13.91,0.69,0.0
20230228:1510,0.0,4.0,0.0,4.65,12.73,0.41,0.0
20230228:1610,0.0,0.0,0.0,0.0,10.55,1.17,0.0
20230228:1710,0.0,0.0,0.0,0.0,9.23,1.38,0.0
20230228:1810,0.0,0.0,0.0,0.0,8.14,1.52,0.0
